,Title,Artist,Year,Link,Genre
250,소원,김현성,1998,https://www.melon.com/song/detail.htm?songId=38217,발라드
251,별이 되어,임창정,1998,https://www.melon.com/song/detail.htm?songId=481565,발라드
252,처음 주신 사랑,유리상자,1998,https://www.melon.com/song/detail.htm?songId=534607,발라드
253,왜불러,디바,1998,https://www.melon.com/song/detail.htm?songId=78351,댄스
254,나의 하루,박정현,1998,https://www.melon.com/song/detail.htm?songId=2184574,발라드
255,사랑은 유리같은 것,원준희,1998,https://www.melon.com/song/detail.htm?songId=3560382,발라드
256,Blue Rain,핑클 (Fin.K.L),1998,https://www.melon.com/song/detail.htm?songId=33268,발라드
257,루비(淚悲):슬픈 눈물,핑클 (Fin.K.L),1998,https://www.melon.com/song/detail.htm?songId=33271,발라드
258,뭐를 잘못한거니!,Esther,1998,https://www.melon.com/song/detail.htm?songId=76490,발라드
259,Happy Together,서영은,1998,https://www.melon.com/song/detail.htm?songId=1573529,발라드
260,1:1,주주 클럽,1998,https://www.melon.com/song/detail.htm?songId=78944,록/메탈
261,마지막 사랑,에코,1998,https://www.melon.com/song/detail.htm?songId=80649,발라드
262,Solo예찬,이문세,1998,https://www.melon.com/song/detail.htm?songId=79774,발라드
263,난 행복해,이소라,1998,https://www.melon.com/song/detail.htm?songId=1839641,발라드
264,내게 다시,더더 (THETHE),1998,https://www.melon.com/song/detail.htm?songId=37596,록/메탈
265,정인 (情人),The Day,1998,https://www.melon.com/song/detail.htm?songId=4463490,발라드
266,올라올라,업타운,1998,https://www.melon.com/song/detail.htm?songId=2683765,랩/힙합
267,"Oh, My Love",S.E.S.,1998,https://www.melon.com/song/detail.htm?songId=78185,댄스
268,십년이 지나도,박진영,1998,https://www.melon.com/song/detail.htm?songId=78044,발라드
269,커플,젝스키스,1998,https://www.melon.com/song/detail.htm?songId=81013,댄스
270,Say Goodbye,화이트,1998,https://www.melon.com/song/detail.htm?songId=1762102,발라드
271,향수 (그때가 그리워),여행스케치,1998,https://www.melon.com/song/detail.htm?songId=80323,"발라드, 포크/블루스"
272,정동진1,정태춘,1998,https://www.melon.com/song/detail.htm?songId=3104074,포크/블루스
273,하나,옐로우,1998,https://www.melon.com/song/detail.htm?songId=2352854,발라드
274,Road Fighter,젝스키스,1998,https://www.melon.com/song/detail.htm?songId=79951,댄스
275,사랑만들기,엔알지 (NRG),1998,https://www.melon.com/song/detail.htm?songId=80067,댄스
276,세,베이시스,1998,https://www.melon.com/song/detail.htm?songId=76623,발라드
277,귀머거리 하늘,R.ef,1998,https://www.melon.com/song/detail.htm?songId=91291,댄스
278,고개숙인 너에게,신승훈,1998,https://www.melon.com/song/detail.htm?songId=77375,발라드
279,밀랍천사,자우림,1998,https://www.melon.com/song/detail.htm?songId=91285,록/메탈
280,열맞춰! (Line Up!),H.O.T.,1998,https://www.melon.com/song/detail.htm?songId=80473,댄스
281,할 수 있어,엔알지 (NRG),1998,https://www.melon.com/song/detail.htm?songId=76321,댄스
282,Poison,엄정화,1998,https://www.melon.com/song/detail.htm?songId=83721,댄스
283,가장 슬픈날의 왈츠,변진섭,1998,https://www.melon.com/song/detail.htm?songId=77729,발라드
284,내가 기다린 사랑,유승준,1998,https://www.melon.com/song/detail.htm?songId=78630,댄스
285,내안의 그대,업타운,1998,https://www.melon.com/song/detail.htm?songId=76252,랩/힙합
286,내 남자 친구에게,핑클 (Fin.K.L),1998,https://www.melon.com/song/detail.htm?songId=33273,댄스
287,나나나,유승준,1998,https://www.melon.com/song/detail.htm?songId=78633,댄스
288,유리,이기찬,1998,https://www.melon.com/song/detail.htm?songId=76033,발라드
289,널 보낸 이유 (Live),이승철,1998,https://www.melon.com/song/detail.htm?songId=611303,발라드
290,늑대와 함께 춤을,임창정,1998,https://www.melon.com/song/detail.htm?songId=481561,댄스
291,애심 (Remix),태사자,1998,https://www.melon.com/song/detail.htm?songId=105679,댄스
292,악마의 연기 (Feat. Perry),양현석,1998,https://www.melon.com/song/detail.htm?songId=80414,랩/힙합
293,금지된 사랑,김경호,1998,https://www.melon.com/song/detail.htm?songId=38667,록/메탈
294,Good-bye Love,이지훈,1998,https://www.melon.com/song/detail.htm?songId=84098,발라드
295,자꾸 자꾸,일기예보,1998,https://www.melon.com/song/detail.htm?songId=75082,발라드
296,이별,안재욱,1998,https://www.melon.com/song/detail.htm?songId=78033,발라드
297,미래(未來),이현도,1998,https://www.melon.com/song/detail.htm?songId=78291,랩/힙합
298,세,신효범,1998,https://www.melon.com/song/detail.htm?songId=91226,발라드
299,슬픈 영혼식 (For Your Soul),조성모,1999,https://www.melon.com/song/detail.htm?songId=1139375,발라드
300,오직 너뿐인 나를…,이승철,1999,https://www.melon.com/song/detail.htm?songId=611573,발라드
301,A`ddio,양파,1999,https://www.melon.com/song/detail.htm?songId=83803,발라드
302,그녀의 연인에게... #Story Ⅰ,K2 김성면,1999,https://www.melon.com/song/detail.htm?songId=83891,록/메탈
303,미절 (Misery),쿨 (COOL),1999,https://www.melon.com/song/detail.htm?songId=66554,댄스
304,영원한 사랑,핑클 (Fin.K.L),1999,https://www.melon.com/song/detail.htm?songId=82633,댄스
305,되돌아온 이별,김현정,1999,https://www.melon.com/song/detail.htm?songId=38571,댄스
306,열정,유승준,1999,https://www.melon.com/song/detail.htm?songId=489870,댄스
307,불멸의 사랑,조성모,1999,https://www.melon.com/song/detail.htm?songId=1816950,발라드
308,신부에게,유리상자,1999,https://www.melon.com/song/detail.htm?songId=91317,발라드
309,Shut Up!! (Feat. 이윤정),유승준,1999,https://www.melon.com/song/detail.htm?songId=4123388,댄스
310,여름안에서,듀스,1999,https://www.melon.com/song/detail.htm?songId=37571,랩/힙합
311,비정(非情),김경호,1999,https://www.melon.com/song/detail.htm?songId=38751,록/메탈
312,몰라,엄정화,1999,https://www.melon.com/song/detail.htm?songId=83208,댄스
313,배웅,윤종신,1999,https://www.melon.com/song/detail.htm?songId=4383670,발라드
314,사랑보다 깊은,임재범,1999,https://www.melon.com/song/detail.htm?songId=1722260,발라드
315,비원(悲願),김민종,1999,https://www.melon.com/song/detail.htm?songId=38466,발라드
316,마지막 사랑,박기영,1999,https://www.melon.com/song/detail.htm?songId=82979,발라드
317,연애,김현철,1999,https://www.melon.com/song/detail.htm?songId=38634,발라드
318,To Heaven,조성모,1999,https://www.melon.com/song/detail.htm?songId=1816948,발라드
319,남자이야기 -My Way,허니 패밀리,1999,https://www.melon.com/song/detail.htm?songId=84229,랩/힙합
320,T.O.P. (Twinkling Of Paradise),신화,1999,https://www.melon.com/song/detail.htm?songId=85861,댄스
321,Dreams Come True,S.E.S.,1999,https://www.melon.com/song/detail.htm?songId=75068,댄스
322,달려라 자전거,델리스파이스,1999,https://www.melon.com/song/detail.htm?songId=32845,"인디음악, 록/메탈"
323,가버려!!,박지윤,1999,https://www.melon.com/song/detail.htm?songId=8179114,댄스
324,너를 사랑해,S.E.S.,1999,https://www.melon.com/song/detail.htm?songId=75070,댄스
325,미안해 널 미워해,자우림,1999,https://www.melon.com/song/detail.htm?songId=91307,록/메탈
326,편지할께요,박정현,1999,https://www.melon.com/song/detail.htm?songId=1177976,R&B/Soul
327,첫사랑,임현정,1999,https://www.melon.com/song/detail.htm?songId=1839720,록/메탈
328,여전히 아름다운지,김연우,1999,https://www.melon.com/song/detail.htm?songId=83437,발라드
329,그대는 모릅니다,이승환,1999,https://www.melon.com/song/detail.htm?songId=81788,발라드
330,사랑하게 되면,안치환,1999,https://www.melon.com/song/detail.htm?songId=27676,포크/블루스
331,사랑하는 날까지,김종환,1999,https://www.melon.com/song/detail.htm?songId=1877177,성인가요
332,아름답게 사랑하는 날까지,김경호,1999,https://www.melon.com/song/detail.htm?songId=38753,록/메탈
333,슬픈 선물,김장훈,1999,https://www.melon.com/song/detail.htm?songId=37989,발라드
334,돌아와,클론,1999,https://www.melon.com/song/detail.htm?songId=91314,댄스
335,부메랑,김건모,1999,https://www.melon.com/song/detail.htm?songId=38541,발라드
336,실연,김종서,1999,https://www.melon.com/song/detail.htm?songId=38520,록/메탈
337,Beautiful Girl,일기예보,1999,https://www.melon.com/song/detail.htm?songId=88932,발라드
338,시작,박기영,1999,https://www.melon.com/song/detail.htm?songId=91232,록/메탈
339,하루 하루,타샤니,1999,https://www.melon.com/song/detail.htm?songId=84207,랩/힙합
340,이야기 속으로,조pd (ZoPD),1999,https://www.melon.com/song/detail.htm?songId=1786618,랩/힙합
341,만남,코요태,1999,https://www.melon.com/song/detail.htm?songId=83190,댄스
342,아이야! (I yah!),H.O.T.,1999,https://www.melon.com/song/detail.htm?songId=84781,댄스
343,Lying,샵,1999,https://www.melon.com/song/detail.htm?songId=84736,댄스
344,내 남은 사랑을 위해,홍경민,1999,https://www.melon.com/song/detail.htm?songId=80392,록/메탈
345,Happy Birthday To You,권진원,1999,https://www.melon.com/song/detail.htm?songId=38953,발라드
346,Gimme! Gimme!,컨츄리 꼬꼬,1999,https://www.melon.com/song/detail.htm?songId=83326,댄스
347,Shut Up!,유승준,1999,https://www.melon.com/song/detail.htm?songId=1073524,댄스
348,1tym,원타임,1999,https://www.melon.com/song/detail.htm?songId=81075,랩/힙합
349,바람과 함께 사라지다,임창정,1999,https://www.melon.com/song/detail.htm?songId=82877,댄스
350,관찰,god,1999,https://www.melon.com/song/detail.htm?songId=91308,댄스
351,Kiss Me,박진영,1999,https://www.melon.com/song/detail.htm?songId=88119,댄스
352,"Tell Me, Tell Me",샵,1999,https://www.melon.com/song/detail.htm?songId=86077,댄스
353,It`s You,더더 (THETHE),1999,https://www.melon.com/song/detail.htm?songId=33281,록/메탈
354,사랑을 위하여,김종환,1999,https://www.melon.com/song/detail.htm?songId=1877126,성인가요
355,니가 진짜로 원하는게 뭐야,Monocrom,1999,https://www.melon.com/song/detail.htm?songId=83138,록/메탈
356,순수,김민종,1999,https://www.melon.com/song/detail.htm?songId=38468,발라드
357,애수(哀愁),이문세,1999,https://www.melon.com/song/detail.htm?songId=1698079,발라드
358,세가지 소원,이승환,1999,https://www.melon.com/song/detail.htm?songId=81790,발라드
359,순정 (純情),코요태,1999,https://www.melon.com/song/detail.htm?songId=91310,댄스
360,지금은 우리가 멀리 있을지라도,김광민,1999,https://www.melon.com/song/detail.htm?songId=104083,뉴에이지
361,부담,백지영,1999,https://www.melon.com/song/detail.htm?songId=81926,댄스
362,어머님께,god,1999,https://www.melon.com/song/detail.htm?songId=91309,발라드
363,사랑과 영혼 (Feat. 김태영),클론,1999,https://www.melon.com/song/detail.htm?songId=105827,발라드
364,작별,이소은,1999,https://www.melon.com/song/detail.htm?songId=80697,발라드
365,너희가 힙합을 아느냐?,드렁큰 타이거,1999,https://www.melon.com/song/detail.htm?songId=33077,랩/힙합
366,꿍따리 샤바라,클론,1999,https://www.melon.com/song/detail.htm?songId=70896,댄스
367,Missing You,이현우,1999,https://www.melon.com/song/detail.htm?songId=81176,발라드
368,투혼(鬪魂) (The Spirit Of Fighter),H.O.T.,1999,https://www.melon.com/song/detail.htm?songId=80474,댄스
369,세,신효범,1999,https://www.melon.com/song/detail.htm?songId=91226,발라드
370,Blue Day,포지션,1999,https://www.melon.com/song/detail.htm?songId=85844,록/메탈
371,마지막 사랑,에코,1999,https://www.melon.com/song/detail.htm?songId=80649,발라드
372,영원으로,장혜진,1999,https://www.melon.com/song/detail.htm?songId=81343,발라드
373,우리는 Y.G Family,YG Family,1999,https://www.melon.com/song/detail.htm?songId=504835,랩/힙합
374,천년의 사랑,박완규,1999,https://www.melon.com/song/detail.htm?songId=84845,록/메탈
375,I`m Still Loving You,두리안,1999,https://www.melon.com/song/detail.htm?songId=33042,댄스
376,거짓말 같은 시간,김연우,1999,https://www.melon.com/song/detail.htm?songId=83410,발라드
377,실루엣,김현정,1999,https://www.melon.com/song/detail.htm?songId=38574,댄스
378,선택,백지영,1999,https://www.melon.com/song/detail.htm?songId=81920,댄스
379,난 널 원해,드렁큰 타이거,1999,https://www.melon.com/song/detail.htm?songId=33075,랩/힙합
380,Festival (인생은 아름다워),엄정화,1999,https://www.melon.com/song/detail.htm?songId=83471,댄스
381,연정/폼생폼사/기사도,젝스키스,1999,https://www.melon.com/song/detail.htm?songId=91636,"발라드, 댄스"
382,Love Affair,임창정,1999,https://www.melon.com/song/detail.htm?songId=82070,발라드
383,집착 (2009 Remastering),박미경,1999,https://www.melon.com/song/detail.htm?songId=2554061,댄스
384,하나되어 (Original Ver.),Now N New,1999,https://www.melon.com/song/detail.htm?songId=1003557,발라드
385,기적 (Duet With 이소은),김동률,1999,https://www.melon.com/song/detail.htm?songId=33728,발라드
386,기도 (Good),룰라,1999,https://www.melon.com/song/detail.htm?songId=37123,댄스
387,아무것도 몰라요,박지윤,1999,https://www.melon.com/song/detail.htm?songId=8179112,댄스
388,Yesterday (Newmix Version),김정민,1999,https://www.melon.com/song/detail.htm?songId=611989,발라드
389,예감,젝스키스,1999,https://www.melon.com/song/detail.htm?songId=83693,댄스
390,후회,조성모,1999,https://www.melon.com/song/detail.htm?songId=1816949,댄스
391,인연,이정봉,1999,https://www.melon.com/song/detail.htm?songId=83156,발라드
392,지각,유리상자,1999,https://www.melon.com/song/detail.htm?songId=534604,발라드
393,슬픈 침묵,유승준,1999,https://www.melon.com/song/detail.htm?songId=489872,댄스
394,태권 V,지누션,1999,https://www.melon.com/song/detail.htm?songId=81876,랩/힙합
395,Fever,조pd (ZoPD),1999,https://www.melon.com/song/detail.htm?songId=1786635,랩/힙합
396,호기심,한스 밴드,1999,https://www.melon.com/song/detail.htm?songId=84019,댄스
397,Winwin,브로스,1999,https://www.melon.com/song/detail.htm?songId=85291,랩/힙합
398,슬픈 독백,리아,1999,https://www.melon.com/song/detail.htm?songId=32728,록/메탈
399,아시나요,조성모,2000,https://www.melon.com/song/detail.htm?songId=106212,발라드
400,다 줄거야 (Acoustic Ver.),조규만,2000,https://www.melon.com/song/detail.htm?songId=1576735,발라드
401,Run To You,DJ DOC,2000,https://www.melon.com/song/detail.htm?songId=505165,"댄스, 랩/힙합"
402,거짓말,god,2000,https://www.melon.com/song/detail.htm?songId=10435,발라드
403,초련(初戀) (Techno Mix) (Feat. 윤진),클론,2000,https://www.melon.com/song/detail.htm?songId=91327,댄스
404,가시나무,조성모,2000,https://www.melon.com/song/detail.htm?songId=607552,발라드
405,흔들린 우정,홍경민,2000,https://www.melon.com/song/detail.htm?songId=87695,댄스
406,나의 연인(我戀),임창정,2000,https://www.melon.com/song/detail.htm?songId=86668,발라드
407,영원,스카이,2000,https://www.melon.com/song/detail.htm?songId=85674,"발라드, 록/메탈"
408,멍,김현정,2000,https://www.melon.com/song/detail.htm?songId=38426,댄스
409,오! 가니,컨츄리 꼬꼬,2000,https://www.melon.com/song/detail.htm?songId=4077,댄스
410,기도,정일영,2000,https://www.melon.com/song/detail.htm?songId=27600,"발라드, 국내드라마"
411,전설속의 누군가처럼,신승훈,2000,https://www.melon.com/song/detail.htm?songId=46218,발라드
412,너를 위해,임재범,2000,https://www.melon.com/song/detail.htm?songId=3680,발라드
413,바보,박효신,2000,https://www.melon.com/song/detail.htm?songId=85108,R&B/Soul
414,그대가 그대를,이승환,2000,https://www.melon.com/song/detail.htm?songId=445159,발라드
415,매직 카펫 라이드,자우림,2000,https://www.melon.com/song/detail.htm?songId=9270,록/메탈
416,중독된 사랑,조장혁,2000,https://www.melon.com/song/detail.htm?songId=2270749,발라드
417,해줄 수 없는 일,박효신,2000,https://www.melon.com/song/detail.htm?songId=85707,R&B/Soul
418,고백,박혜경,2000,https://www.melon.com/song/detail.htm?songId=85900,록/메탈
419,비(悲)의 Rhapsody,최재훈,2000,https://www.melon.com/song/detail.htm?songId=75233,록/메탈
420,Love,윤현석,2000,https://www.melon.com/song/detail.htm?songId=88423,발라드
421,오랜 방황의 끝,김태영,2000,https://www.melon.com/song/detail.htm?songId=34093,발라드
422,Day By Day,플라이 투 더 스카이,2000,https://www.melon.com/song/detail.htm?songId=86166,R&B/Soul
423,Tears,소찬휘,2000,https://www.melon.com/song/detail.htm?songId=1140592,댄스
424,,박상민,2000,https://www.melon.com/song/detail.htm?songId=67169,발라드
425,잘됐어!!!,샵,2000,https://www.melon.com/song/detail.htm?songId=88409,댄스
426,Lie (Radio Ver.),화요비,2000,https://www.melon.com/song/detail.htm?songId=27833,R&B/Soul
427,어제처럼,제이,2000,https://www.melon.com/song/detail.htm?songId=3824,R&B/Soul
428,와인,김경호,2000,https://www.melon.com/song/detail.htm?songId=3690,록/메탈
429,바꿔,이정현,2000,https://www.melon.com/song/detail.htm?songId=85257,댄스
430,그대니까요 (Duet With 차은주),김현철,2000,https://www.melon.com/song/detail.htm?songId=1002851,발라드
431,와,이정현,2000,https://www.melon.com/song/detail.htm?songId=85258,댄스
432,One Love,원타임,2000,https://www.melon.com/song/detail.htm?songId=91329,랩/힙합
433,요즘 너는,이현우,2000,https://www.melon.com/song/detail.htm?songId=610483,발라드
434,서방님,이소은,2000,https://www.melon.com/song/detail.htm?songId=86327,발라드
435,맥주와 땅콩,쿨 (COOL),2000,https://www.melon.com/song/detail.htm?songId=27236,댄스
436,I Believe,이수영,2000,https://www.melon.com/song/detail.htm?songId=1564057,발라드
437,애수(哀愁),god,2000,https://www.melon.com/song/detail.htm?songId=91325,댄스
438,Cyber Lover,터보,2000,https://www.melon.com/song/detail.htm?songId=1606631,댄스
439,머피의 법칙,DJ DOC,2000,https://www.melon.com/song/detail.htm?songId=33146,"발라드, 댄스, 랩/힙합"
440,너를 보내고,YB,2000,https://www.melon.com/song/detail.htm?songId=91322,록/메탈
441,부메랑,김건모,2000,https://www.melon.com/song/detail.htm?songId=38541,발라드
442,Sad Salsa,백지영,2000,https://www.melon.com/song/detail.htm?songId=87310,댄스
443,"힘을 내요, 미스터 김",롤러 코스터,2000,https://www.melon.com/song/detail.htm?songId=37100,록/메탈
444,성인식,박지윤,2000,https://www.melon.com/song/detail.htm?songId=27638,댄스
445,울트라맨이야,서태지,2000,https://www.melon.com/song/detail.htm?songId=88794,록/메탈
446,Blue Sky,박기영,2000,https://www.melon.com/song/detail.htm?songId=82594,록/메탈
447,사슬,서문탁,2000,https://www.melon.com/song/detail.htm?songId=27561,록/메탈
448,Annie,윤종신,2000,https://www.melon.com/song/detail.htm?songId=87019,발라드
449,Now,핑클 (Fin.K.L),2000,https://www.melon.com/song/detail.htm?songId=27654,댄스
450,너,이정현,2000,https://www.melon.com/song/detail.htm?songId=91021,댄스
451,크로스,엄정화,2000,https://www.melon.com/song/detail.htm?songId=62185,댄스
452,Marry Me,이현우,2000,https://www.melon.com/song/detail.htm?songId=610559,록/메탈
453,Friday Night,god,2000,https://www.melon.com/song/detail.htm?songId=91326,댄스
454,해석남녀,쿨 (COOL),2000,https://www.melon.com/song/detail.htm?songId=27232,댄스
455,삐에로 (Feat. JED Of D.Bace),이현도,2000,https://www.melon.com/song/detail.htm?songId=86575,랩/힙합
456,왜,김민종,2000,https://www.melon.com/song/detail.htm?songId=38558,발라드
457,주문을 걸어,박혜경,2000,https://www.melon.com/song/detail.htm?songId=91014,록/메탈
458,ID; Peace B,보아 (BoA),2000,https://www.melon.com/song/detail.htm?songId=27845,댄스
459,그대 내게 묻는다면,유리상자,2000,https://www.melon.com/song/detail.htm?songId=46163,발라드
460,가니,진주,2000,https://www.melon.com/song/detail.htm?songId=1087403,발라드
461,아름다운 아픔,김민종,2000,https://www.melon.com/song/detail.htm?songId=38557,발라드
462,왠지 느낌이 좋아,여행스케치,2000,https://www.melon.com/song/detail.htm?songId=9956,포크/블루스
463,부탁,김원준,2000,https://www.melon.com/song/detail.htm?songId=87898,"발라드, 댄스"
464,다짐,조성모,2000,https://www.melon.com/song/detail.htm?songId=106215,댄스
465,연가,유승준,2000,https://www.melon.com/song/detail.htm?songId=489869,댄스
466,너 정말?,김현정,2000,https://www.melon.com/song/detail.htm?songId=38423,댄스
467,Only One,신화,2000,https://www.melon.com/song/detail.htm?songId=91331,댄스
468,한 (Come A Come),샤크라,2000,https://www.melon.com/song/detail.htm?songId=26822,댄스
469,가시나무,시인과 촌장,2000,https://www.melon.com/song/detail.htm?songId=987282,발라드
470,편지,채정안,2000,https://www.melon.com/song/detail.htm?songId=87596,댄스
471,UPT Paradoxxx,업타운,2000,https://www.melon.com/song/detail.htm?songId=86104,랩/힙합
472,위대한 탄생 (Fetticcini),드렁큰 타이거,2000,https://www.melon.com/song/detail.htm?songId=37516,랩/힙합
473,Time Out,제이,2000,https://www.melon.com/song/detail.htm?songId=3827,R&B/Soul
474,Back To The Real Life,윤상,2000,https://www.melon.com/song/detail.htm?songId=1175789,발라드
475,You Mean Everything To Me,박정현,2000,https://www.melon.com/song/detail.htm?songId=75279,R&B/Soul
476,Dash,백지영,2000,https://www.melon.com/song/detail.htm?songId=87307,댄스
477,Outside Castle (The Castle Outsiders),H.O.T.,2000,https://www.melon.com/song/detail.htm?songId=75263,댄스
478,飛上(비,주석,2000,https://www.melon.com/song/detail.htm?songId=9879,랩/힙합
479,다 알아요,양파,2000,https://www.melon.com/song/detail.htm?songId=494157,발라드
480,Passion,코요태,2000,https://www.melon.com/song/detail.htm?songId=10124,댄스
481,천애 (For You......),이지훈,2000,https://www.melon.com/song/detail.htm?songId=87039,발라드
482,꼭!,김건모,2000,https://www.melon.com/song/detail.htm?songId=38542,댄스
483,욕망이란 이름...,박완규,2000,https://www.melon.com/song/detail.htm?songId=88776,록/메탈
484,이등병의 편지,김광석,2000,https://www.melon.com/song/detail.htm?songId=3849494,포크/블루스
485,Rain,이적,2000,https://www.melon.com/song/detail.htm?songId=81713,발라드
486,엄마야,신승훈,2000,https://www.melon.com/song/detail.htm?songId=86981,댄스
487,Escape,엄정화,2000,https://www.melon.com/song/detail.htm?songId=46195,댄스
488,이해할께,김현성,2000,https://www.melon.com/song/detail.htm?songId=38210,발라드
489,거짓말처럼,김현정,2000,https://www.melon.com/song/detail.htm?songId=38504,발라드
490,날 닮은 너,임창정,2000,https://www.melon.com/song/detail.htm?songId=10291,발라드
491,,조성모,2000,https://www.melon.com/song/detail.htm?songId=1139376,댄스
492,아가페,이브,2000,https://www.melon.com/song/detail.htm?songId=4067,록/메탈
493,Hey U,샤크라,2000,https://www.melon.com/song/detail.htm?songId=26837,댄스
494,노을의 연가,주영훈,2000,https://www.melon.com/song/detail.htm?songId=86857,발라드
495,831 8,제이,2000,https://www.melon.com/song/detail.htm?songId=3822,R&B/Soul
496,Why,베이비 복스,2000,https://www.melon.com/song/detail.htm?songId=79621,댄스
497,그대도...내게도...,에코,2000,https://www.melon.com/song/detail.htm?songId=37756,발라드
498,풍변기곡(風變旗曲),룰라,2000,https://www.melon.com/song/detail.htm?songId=37148,댄스
